STT,GIÁ - TRIỆU ĐỒNG,HÃNG,DÒNG,NĂM_SX,DUNG TÍCH - CC,KIỂU XE,TÌNH TRẠNG
1,38,Honda,Sonic,2018,125,Tay côn/Moto,Cũ
2,24.5,SYM,Husky,2018,125,Tay côn/Moto,Cũ
3,25,Honda,Air Blade,2016,125,Tay ga,Cũ
4,68.3,Honda,SH,2015,150,Tay ga,Cũ
5,8.8,Yamaha,Sirius,2010,110,Xe số,Cũ
6,40,Honda,Air Blade,2018,125,Tay ga,Mới
7,12.9,Honda,Vision,2013,110,Tay ga,Cũ
8,37,Yamaha,Exciter,2019,150,Tay côn/Moto,Cũ
9,46.8,Honda,Vario,2020,125,Tay ga,Cũ
10,8,Yamaha,Sirius,2015,110,Xe số,Cũ
11,44.6,Honda,Vario,2019,125,Tay ga,Cũ
12,22,SYM,Husky,2018,125,Tay côn/Moto,Cũ
13,36.5,Suzuki,EN,2013,125,Tay côn/Moto,Cũ
14,12.9,Honda,Future,2008,110,Xe số,Cũ
15,18.3,Yamaha,Acruzo,2017,125,Tay ga,Cũ
16,16.8,Honda,Vision,2012,110,Tay ga,Mới
17,10.5,Honda,Wave,2008,110,Xe số,Cũ
18,36,Honda,SH,2013,125,Tay ga,Cũ
19,11.3,Honda,Lead,2009,110,Tay ga,Cũ
20,17.5,Honda,Nova Tena,1998,110,Xe số,Cũ
21,11,SYM,Attila,2011,110,Tay ga,Cũ
22,13,Honda,Wave,2004,110,Xe số,Cũ
23,20.8,Honda,Air Blade,2010,110,Tay ga,Cũ
24,31.5,Honda,Vision,2019,110,Tay ga,Mới
25,28.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
26,5.4,Honda,Wave,2008,110,Xe số,Cũ
27,15.8,Honda,Air Blade,2011,110,Tay ga,Cũ
28,41,Honda,SH,2010,125,Tay ga,Cũ
29,40.9,Honda,Vario,2018,125,Tay ga,Cũ
30,35.9,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
31,11.3,Honda,Lead,2009,110,Tay ga,Cũ
32,12.8,Honda,Lead,2014,110,Tay ga,Cũ
33,31.5,Yamaha,Nvx,2019,125,Tay ga,Cũ
34,6.7,Yamaha,Nouvo,2009,110,Tay ga,Cũ
35,38.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
36,4.2,Suzuki,Hayate,2011,125,Tay ga,Cũ
37,15,Honda,Air Blade,2009,110,Tay ga,Cũ
38,17.5,Honda,Wave,2019,110,Xe số,Cũ
39,7,Honda,Wave,2011,110,Xe số,Cũ
40,40,Honda,SH,2011,125,Tay ga,Mới
41,37.5,Yamaha,Exciter,2019,150,Tay côn/Moto,Cũ
42,48.8,Honda,Vario,2019,125,Tay ga,Cũ
43,22,Piaggio,GTS,2013,125,Tay ga,Cũ
44,36,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
45,14.5,Yamaha,Sirius,2016,110,Xe số,Cũ
46,218,Ducati,Monster 821,2016,850,Tay côn/Moto,Cũ
47,31.5,Honda,PCX,2016,125,Tay ga,Cũ
48,15.5,Honda,67,2002,50,Classic,Cũ
49,25,SYM,Husky,2018,125,Tay côn/Moto,Cũ
50,31.5,Honda,Vision,2019,110,Tay ga,Mới
51,16.8,Honda,Dylan,2005,125,Tay ga,Cũ
52,28.5,Benelli,TNT,2017,150,Tay côn/Moto,Cũ
53,24.5,SYM,Husky,2018,125,Tay côn/Moto,Cũ
54,7.3,SYM,Attila,2011,110,Tay ga,Cũ
55,71,Piaggio,Sprint,2020,125,Tay ga,Cũ
56,11.9,Honda,Wave,2015,110,Xe số,Cũ
57,23.8,Honda,Vision,2016,110,Tay ga,Cũ
58,24,SYM,Husky,2018,125,Tay côn/Moto,Cũ
59,11.2,Honda,Air Blade,2007,108,Tay ga,Cũ
60,12.5,SYM,Husky,2000,125,Tay côn/Moto,Cũ
61,28.9,SYM,Husky,2019,125,Tay côn/Moto,Cũ
62,22,Yamaha,Exciter,2011,125,Tay côn/Moto,Cũ
63,10.8,Honda,Dream,1994,100,Xe số,Cũ
64,16.5,Honda,Future,2012,110,Xe số,Cũ
65,7.8,SYM,Attila,2012,110,Tay ga,Cũ
66,41,Honda,Spacy,2006,125,Tay ga,Cũ
67,18,Honda,Nova Tena,1998,110,Xe số,Cũ
68,5.65,Yamaha,Sirius,2010,110,Xe số,Cũ
69,2.25,Suzuki,Sapphire,2006,100,Tay ga,Cũ
70,33,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
71,11,Honda,Wave,2007,110,Xe số,Cũ
72,172,Kawasaki,Z800,2015,500,Tay côn/Moto,Cũ
73,14.8,Honda,Wave,2019,110,Xe số,Cũ
74,12.3,Piaggio,Vespa,2010,125,Tay ga,Cũ
75,86.8,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
76,43,KTM,Duke 200,2014,200,Tay côn/Moto,Cũ
77,2.2,Honda,Wave,2013,110,Xe số,Cũ
78,16,Honda,Air Blade,2009,110,Tay ga,Cũ
79,43.6,Piaggio,Sprint,2015,125,Tay ga,Cũ
80,39.8,Piaggio,LX,2018,125,Tay ga,Cũ
81,52.9,Piaggio,Sprint,2016,125,Tay ga,Mới
82,22,Yamaha,Exciter,2015,125,Tay côn/Moto,Cũ
83,38.5,Piaggio,Medley,2016,125,Tay ga,Cũ
84,18.3,Yamaha,Acruzo,2017,125,Tay ga,Cũ
85,23,Piaggio,GTS,2013,125,Tay ga,Cũ
86,7,Honda,Cub,1998,50,Xe số,Cũ
87,18.3,Yamaha,Exciter,2011,125,Tay côn/Moto,Cũ
88,39,Yamaha,Exciter,2020,125,Tay côn/Moto,Cũ
89,8.5,Yamaha,Sirius,2016,70,Xe số,Cũ
90,15,Honda,Wave,2007,110,Xe số,Cũ
91,24.5,SYM,Husky,2018,125,Tay côn/Moto,Cũ
92,12.7,Honda,Air Blade,2008,110,Tay ga,Cũ
93,13.5,Suzuki,Axelo,2015,125,Xe số,Cũ
94,140,Kawasaki,ZX 6R,2014,650,Tay côn/Moto,Cũ
95,76,Honda,SH,2011,150,Tay ga,Mới
96,22.8,Yamaha,Exciter,2011,125,Tay côn/Moto,Cũ
97,13.8,Honda,Wave,2015,110,Xe số,Cũ
98,6.2,Piaggio,Zip,2007,100,Tay ga,Cũ
99,13.5,Honda,Air Blade,2009,110,Tay ga,Cũ
100,6,Honda,Wave,2012,100,Xe số,Cũ
101,28.9,SYM,Husky,2019,125,Tay côn/Moto,Cũ
102,13,Honda,Wave,2019,110,Xe số,Cũ
103,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
104,7.9,Yamaha,Nouvo,2011,110,Tay ga,Cũ
105,16.5,SYM,Shark,2017,125,Tay ga,Cũ
106,14,Honda,Air Blade,2007,108,Tay ga,Cũ
107,27.5,Honda,Lead,2015,110,Tay ga,Cũ
108,100,Honda,Shadow,2001,600,Tay côn/Moto,Cũ
109,24.8,Yamaha,FZ,2015,125,Tay côn/Moto,Cũ
110,103,Honda,Shadow,2001,600,Tay côn/Moto,Cũ
111,12.5,SYM,Husky,2000,125,Tay côn/Moto,Cũ
112,27.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
113,220,Ducati,Monster 821,2017,850,Tay côn/Moto,Cũ
114,12.7,Yamaha,Sirius,2012,110,Xe số,Mới
115,16,Yamaha,Exciter,2011,125,Tay côn/Moto,Cũ
116,28.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
117,32,Honda,Vision,2020,110,Tay ga,Mới
118,133,Ngoại,SH ý,2008,150,Tay ga,Cũ
119,42.9,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
120,33,Honda,Spacy,2000,125,Tay ga,Cũ
121,32,Honda,PCX,2012,150,Tay ga,Cũ
122,6.45,Yamaha,Nouvo,2015,110,Tay ga,Cũ
123,76.5,Piaggio,Vespa,2020,125,Tay ga,Cũ
124,39.9,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
125,24.5,SYM,Husky,2018,125,Tay côn/Moto,Cũ
126,33.9,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
127,20,Piaggio,Liberty,2014,125,Tay ga,Cũ
128,42,Honda,SH,2010,125,Tay ga,Cũ
129,13.8,Yamaha,Sirius,2018,110,Xe số,Cũ
130,22.7,Honda,Lead,2013,110,Tay ga,Cũ
131,18.5,Honda,Future,2014,110,Xe số,Cũ
132,12.5,Yamaha,Jupiter,2014,110,Xe số,Cũ
133,36.9,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
134,17,Honda,Air Blade,2009,110,Tay ga,Cũ
135,8.8,Honda,Wave,2011,110,Xe số,Cũ
136,15.5,Suzuki,Axelo,2016,125,Xe số,Cũ
137,13.8,Honda,Future,2000,110,Xe số,Cũ
138,43.5,Piaggio,Sprint,2014,125,Tay ga,Cũ
139,25,Yamaha,Nvx,2010,125,Tay ga,Cũ
140,28,Honda,SH Mode,2013,125,Tay ga,Cũ
141,12.5,Honda,Citi,1993,100,Xe số,Cũ
142,43.8,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
143,47,Honda,Vario,2019,125,Tay ga,Cũ
144,75,Honda,SH Mode,2020,125,Tay ga,Mới
145,210,Ducati,Monster 821,2016,850,Tay côn/Moto,Cũ
146,41,Honda,SH,2010,125,Tay ga,Cũ
147,4,Honda,Dream,2006,110,Xe số,Cũ
148,42.5,Honda,Vario,2019,125,Tay ga,Cũ
149,26.9,Honda,Air Blade,2016,125,Tay ga,Cũ
150,32.5,Piaggio,Primavera,2014,125,Tay ga,Cũ
151,5.9,Suzuki,Hayate,2011,125,Tay ga,Cũ
152,45.9,Honda,Vario,2018,125,Tay ga,Cũ
153,31.5,Piaggio,Primavera,2014,125,Tay ga,Cũ
154,9.5,Honda,Wave,2011,110,Xe số,Cũ
155,33.5,Honda,Air Blade,2019,125,Tay ga,Cũ
156,3.5,Suzuki,Sapphire,2006,100,Tay ga,Cũ
157,16.8,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
158,38.9,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
159,23.5,Honda,PCX,2008,125,Tay ga,Cũ
160,39,Honda,SH,2010,125,Tay ga,Cũ
161,51,Honda,Lead,2019,110,Tay ga,Mới
162,42,Honda,Air Blade,2019,125,Tay ga,Mới
163,29.5,Honda,Rebel,2009,125,Tay côn/Moto,Cũ
164,4.8,Honda,Cub,2016,50,Xe số,Cũ
165,26.5,Piaggio,Liberty,2017,125,Tay ga,Cũ
166,5.5,Honda,Cub,2010,50,Xe số,Cũ
167,5.7,SYM,Attila,2010,110,Tay ga,Cũ
168,34,Honda,Spacy,2000,125,Tay ga,Cũ
169,76.5,Honda,SH,2018,150,Tay ga,Cũ
170,7.8,Honda,Dream,1995,100,Xe số,Cũ
171,53,Brixton,BX 150,2020,150,Tay côn/Moto,Cũ
172,1.95,Yamaha,Nouvo,2007,110,Tay ga,Cũ
173,3.8,SYM,Attila,2008,110,Tay ga,Cũ
174,47,Honda,SH,2005,150,Tay ga,Cũ
175,10,Honda,Wave,2011,110,Xe số,Cũ
176,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
177,22,Honda,@,2002,150,Tay ga,Cũ
178,32,Honda,SH,2005,125,Tay ga,Cũ
179,10,Honda,Lead,2009,110,Tay ga,Cũ
180,7.9,Honda,Wave,2009,110,Xe số,Cũ
181,39,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
182,30,Honda,Winner,2019,150,Tay côn/Moto,Cũ
183,13.9,Honda,Vision,2012,110,Tay ga,Cũ
184,12,Honda,Wave,2013,110,Xe số,Cũ
185,13.5,Honda,Wave,2017,110,Xe số,Cũ
186,18.5,Yamaha,Janus,2017,125,Tay ga,Cũ
187,16,Honda,Air Blade,2009,110,Tay ga,Cũ
188,102,Honda,SH,2020,150,Tay ga,Mới
189,500,BMW,S1000RR,2019,1000,Tay côn/Moto,Cũ
190,41.8,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
191,13.5,Honda,Click,2010,110,Tay ga,Cũ
192,13.9,Honda,Vision,2011,110,Tay ga,Cũ
193,13.5,Piaggio,Zip,2016,100,Tay ga,Cũ
194,14,Piaggio,Zip,2016,100,Tay ga,Cũ
195,18.2,Honda,Future,2010,110,Xe số,Cũ
196,9.2,Yamaha,Sirius,2013,110,Xe số,Cũ
197,12.5,Honda,Wave,2017,110,Xe số,Cũ
198,4,Suzuki,Smash,2009,110,Xe số,Cũ
199,4.7,Honda,67,2000,50,Classic,Cũ
200,25.9,Honda,Air Blade,2016,125,Tay ga,Cũ
201,23.5,Honda,Vision,2017,110,Tay ga,Cũ
202,18,Honda,Wave,2020,110,Xe số,Cũ
203,24,Suzuki,Satria,2000,120,Tay côn/Moto,Cũ
204,14,Piaggio,Vespa,2009,125,Tay ga,Cũ
205,44,Honda,SH,2014,125,Tay ga,Cũ
206,25.9,Honda,Air Blade,2016,125,Tay ga,Cũ
207,13.6,Honda,Dream,1998,110,Xe số,Cũ
208,47,Honda,Vario,2020,125,Tay ga,Cũ
209,35,Honda,Vision,2020,110,Tay ga,Mới
210,18,Honda,Air Blade,2011,110,Tay ga,Cũ
211,28,Honda,Future,2010,125,Xe số,Cũ
212,30,Piaggio,Vespa,2000,125,Tay ga,Cũ
213,13.8,SYM,Attila,2008,110,Tay ga,Cũ
214,85.5,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
215,25.9,Honda,Air Blade,2016,125,Tay ga,Cũ
216,600,BMW,S1000RR,2019,1000,Tay côn/Moto,Cũ
217,555,BMW,S1000RR,2017,1000,Tay côn/Moto,Cũ
218,579,BMW,S1000RR,2018,1000,Tay côn/Moto,Cũ
219,595,BMW,S1000RR,2019,1000,Tay côn/Moto,Cũ
220,11.5,Yamaha,Jupiter,2008,110,Xe số,Cũ
221,12,Honda,Blade,2017,110,Xe số,Cũ
222,420,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
223,6.5,Suzuki,Hayate,2010,125,Tay ga,Cũ
224,3,Suzuki,Sapphire,2006,100,Tay ga,Cũ
225,42.9,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
226,295,Kawasaki,Z900,2018,900,Tay côn/Moto,Cũ
227,41.9,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
228,7.6,Honda,Wave,2008,110,Xe số,Cũ
229,47.9,Honda,Vario,2019,125,Tay ga,Cũ
230,40,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
231,13.5,Piaggio,Zip,2016,100,Tay ga,Cũ
232,41.9,Suzuki,Satria,2020,120,Tay côn/Moto,Cũ
233,25.8,Honda,PCX,2008,125,Tay ga,Cũ
234,8,Suzuki,Hayate,2010,125,Tay ga,Cũ
235,19.8,Yamaha,Exciter,2013,125,Tay côn/Moto,Cũ
236,15,SYM,Attila,2009,110,Tay ga,Cũ
237,6.9,Suzuki,Viva,1999,110,Xe số,Cũ
238,2.8,SYM,Attila,2005,110,Tay ga,Cũ
239,411,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
240,58,Suzuki,GZ,2019,150,Tay côn/Moto,Cũ
241,39.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
242,33.9,Honda,Winner X,2020,150,Tay côn/Moto,Cũ
243,16.3,Honda,Vision,2012,110,Tay ga,Mới
244,35,Yamaha,Exciter,2019,125,Tay côn/Moto,Cũ
245,29.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
246,450,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
247,488,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
248,22,Honda,Wave,2020,110,Xe số,Mới
249,39,Honda,Air Blade,2016,125,Tay ga,Mới
250,41.9,Honda,Sonic,2019,125,Tay côn/Moto,Cũ
251,35.9,Suzuki,Raider,2017,125,Tay côn/Moto,Cũ
252,6,Suzuki,Hayate,2009,125,Tay ga,Cũ
253,40,Honda,Vario,2020,125,Tay ga,Cũ
254,17.2,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
255,45.9,Honda,Sonic,2019,150,Tay côn/Moto,Cũ
256,450,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
257,38,Honda,Sonic,2018,125,Tay côn/Moto,Cũ
258,43.9,Honda,Sonic,2020,125,Tay côn/Moto,Cũ
259,6.5,SYM,Elizabeth,2010,125,Tay ga,Cũ
260,28.9,SYM,Husky,2019,125,Tay côn/Moto,Cũ
261,33.9,Honda,Winner,2019,150,Tay côn/Moto,Cũ
262,9.8,Yamaha,Mio,2012,110,Tay ga,Cũ
263,35.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
264,2.2,Yamaha,Nouvo,2005,110,Tay ga,Cũ
265,25.5,Honda,MSX 125,2015,125,Tay côn/Moto,Cũ
266,37,Honda,Air Blade,2015,125,Tay ga,Mới
267,24.5,SYM,Husky,2018,125,Tay côn/Moto,Cũ
268,29.8,Honda,Air Blade,2016,125,Tay ga,Cũ
269,36,Yamaha,YBR125,2016,125,Tay côn/Moto,Cũ
270,18.5,Piaggio,Liberty,2014,125,Tay ga,Cũ
271,20,Yamaha,Exciter,2011,125,Tay côn/Moto,Cũ
272,13,Honda,Wave,2016,110,Xe số,Cũ
273,3.6,SYM,Attila,2007,110,Tay ga,Cũ
274,17.5,Honda,Dream,2013,110,Xe số,Cũ
275,38.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
276,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
277,42,Honda,Air Blade,2020,125,Tay ga,Mới
278,45.5,Honda,Vario,2019,125,Tay ga,Cũ
279,48.5,Honda,Vario,2019,125,Tay ga,Cũ
280,19.5,Honda,Dylan,2005,125,Tay ga,Cũ
281,22.1,Honda,Vision,2018,110,Tay ga,Cũ
282,489,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
283,12.5,Suzuki,Viva,2013,110,Xe số,Cũ
284,32,Honda,Winner X,2019,150,Tay côn/Moto,Cũ
285,478,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
286,41.8,Honda,Click,2016,125,Tay ga,Cũ
287,45,Honda,Sonic,2019,150,Tay côn/Moto,Cũ
288,489,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
289,48.8,Honda,Vario,2020,125,Tay ga,Cũ
290,14.5,Honda,Air Blade,2014,125,Tay ga,Cũ
291,2.8,Yamaha,Nouvo,2006,110,Tay ga,Cũ
292,34,Honda,SH,2005,150,Tay ga,Cũ
293,46.8,Honda,Vario,2019,125,Tay ga,Cũ
294,102,Ngoại,SH ý,2007,150,Tay ga,Cũ
295,48.8,Honda,Vario,2020,125,Tay ga,Cũ
296,49.8,Honda,Vario,2020,150,Tay ga,Cũ
297,87.8,Kawasaki,Z300,2016,300,Tay côn/Moto,Cũ
298,3,Suzuki,Sapphire,2006,100,Tay ga,Cũ
299,468,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
300,5.9,Yamaha,Sirius,2014,50,Xe số,Cũ
301,18.8,Honda,Lead,2014,110,Tay ga,Cũ
302,24.3,Yamaha,Exciter,2015,125,Tay côn/Moto,Cũ
303,4,Suzuki,Smash,2011,110,Xe số,Cũ
304,21.2,Honda,Air Blade,2012,125,Tay ga,Cũ
305,75,Piaggio,Medley,2020,125,Tay ga,Cũ
306,42,Honda,Spacy,2006,125,Tay ga,Cũ
307,479,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
308,45,Honda,Vario,2018,150,Tay ga,Cũ
309,15.2,Honda,Air Blade,2008,110,Tay ga,Cũ
310,7.2,Yamaha,Mio,2009,110,Tay ga,Cũ
311,5.95,Honda,67,1980,50,Classic,Cũ
312,1.95,SYM,Attila,2003,110,Tay ga,Cũ
313,20.8,Yamaha,Janus,2018,125,Tay ga,Cũ
314,14,Yamaha,Cuxi,2011,110,Tay ga,Cũ
315,12,Honda,Dream,2010,110,Xe số,Cũ
316,10.8,Honda,Dream,1994,100,Xe số,Cũ
317,7.4,Honda,SCR,2008,110,Tay ga,Cũ
318,30,Honda,Winner,2018,150,Tay côn/Moto,Cũ
319,47.9,Honda,Vario,2020,125,Tay ga,Cũ
320,7,Yamaha,Taurus,2009,110,Xe số,Cũ
321,9.5,Honda,Wave,2008,110,Xe số,Cũ
322,16,Honda,Air Blade,2010,110,Tay ga,Cũ
323,478,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
324,40,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
325,19,Piaggio,Vespa,2012,125,Tay ga,Cũ
326,52,Brixton,BX 150,2020,150,Tay côn/Moto,Cũ
327,32,Honda,Future,2020,125,Xe số,Cũ
328,31,Yamaha,Exciter,2019,125,Tay côn/Moto,Cũ
329,38.5,Honda,PCX,2016,125,Tay ga,Cũ
330,26.2,Honda,Air Blade,2014,125,Tay ga,Cũ
331,12.5,Honda,Wave,2018,110,Xe số,Cũ
332,2.1,Yamaha,Nvx,2020,125,Tay ga,Cũ
333,22,Honda,Air Blade,2012,125,Tay ga,Cũ
334,21,Honda,Lead,2013,110,Tay ga,Cũ
335,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
336,37.9,Suzuki,Satria,2018,120,Tay côn/Moto,Cũ
337,18.5,Honda,PS,2003,125,Tay ga,Cũ
338,18.8,Honda,Vision,2015,110,Tay ga,Cũ
339,11,Yamaha,Exciter,2010,125,Tay côn/Moto,Cũ
340,58.8,Yamaha,R,2019,175,Tay côn/Moto,Cũ
341,25,Honda,Dream,1991,100,Xe số,Cũ
342,24.5,Honda,Vision,2016,110,Tay ga,Mới
343,43.8,Piaggio,Sprint,2015,125,Tay ga,Cũ
344,46.5,Honda,Vario,2018,125,Tay ga,Cũ
345,450,Harley Davidson,1200XL Sportster,2019,1200,Tay côn/Moto,Cũ
346,689,Harley Davidson,Softail Slim S,2016,1801,Tay côn/Moto,Cũ
347,9.5,Honda,Wave,2011,110,Xe số,Cũ
348,22.7,Honda,Air Blade,2013,125,Tay ga,Cũ
349,23,Honda,Air Blade,2015,125,Tay ga,Cũ
350,8.4,Honda,Wave,2011,110,Xe số,Cũ
351,13.5,Honda,Cub,2003,50,Xe số,Cũ
352,52.5,Brixton,BX 150,2020,150,Tay côn/Moto,Cũ
353,23,Honda,Air Blade,2012,125,Tay ga,Cũ
354,2.5,Yamaha,Nouvo,2006,110,Tay ga,Cũ
355,555,BMW,S1000RR,2017,1000,Tay côn/Moto,Cũ
356,44.8,Honda,Sonic,2020,150,Tay côn/Moto,Cũ
357,25.5,Honda,Winner,2017,150,Tay côn/Moto,Cũ
358,4.3,Honda,Cub,2011,50,Xe số,Cũ
359,27.8,Honda,Future,2010,125,Xe số,Cũ
360,2.4,SYM,Attila,2003,110,Tay ga,Cũ
361,10.5,Honda,Wave,2013,110,Xe số,Cũ
362,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
363,23.3,Honda,Vision,2016,110,Tay ga,Cũ
364,44,Honda,SH,2014,125,Tay ga,Cũ
365,44,Honda,Vario,2019,125,Tay ga,Cũ
366,39.9,Honda,Vario,2020,125,Tay ga,Cũ
367,9.8,Honda,Cub,1991,50,Xe số,Cũ
368,160,Yamaha,YAZ,2017,125,Tay côn/Moto,Cũ
369,30.8,Honda,Winner,2019,150,Tay côn/Moto,Cũ
370,44.9,Honda,Sonic,2019,150,Tay côn/Moto,Cũ
371,22.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
372,14.8,Honda,Air Blade,2013,125,Tay ga,Cũ
373,51.9,Honda,Vario,2020,150,Tay ga,Cũ
374,41.6,Honda,Air Blade,2020,125,Tay ga,Cũ
375,45.8,Suzuki,GSX,2017,150,Tay côn/Moto,Mới
376,25.9,Honda,Winner,2018,150,Tay côn/Moto,Cũ
377,29.6,Honda,Air Blade,2017,125,Tay ga,Cũ
378,47.6,Honda,Vario,2020,125,Tay ga,Cũ
379,13.8,Honda,Wave,2009,110,Xe số,Cũ
380,10,Honda,67,1979,50,Classic,Cũ
381,75.5,Honda,SH Mode,2020,125,Tay ga,Mới
382,13,Piaggio,Liberty,2012,125,Tay ga,Cũ
383,30,Honda,Vision,2019,110,Tay ga,Mới
384,6.5,Yamaha,Nouvo,2010,110,Tay ga,Cũ
385,14,Honda,Wave,2015,110,Xe số,Cũ
386,7.9,Yamaha,Sirius,2015,50,Xe số,Cũ
387,27,Honda,Vision,2018,110,Tay ga,Mới
388,12.8,Honda,Air Blade,2008,110,Tay ga,Cũ
389,16.5,Yamaha,Exciter,2012,125,Tay côn/Moto,Cũ
390,36.9,Suzuki,Raider,2018,125,Tay côn/Moto,Cũ
391,10.9,Yamaha,Nouvo,2013,110,Tay ga,Cũ
392,21.5,Honda,Vision,2015,110,Tay ga,Cũ
393,2,SYM,Attila,2003,110,Tay ga,Cũ
394,28,Honda,Winner,2018,150,Tay côn/Moto,Cũ
395,39,Honda,PCX,2012,150,Tay ga,Cũ
396,47,Yamaha,MT,2003,300,Tay côn/Moto,Cũ
397,45,Yamaha,R,2014,175,Tay côn/Moto,Cũ
398,239,Kawasaki,Z1000,2015,1000,Tay côn/Moto,Cũ
399,3.5,Suzuki,Sapphire,2006,100,Tay ga,Cũ
400,42,Honda,Vario,2018,125,Tay ga,Cũ
401,5.8,Yamaha,Jupiter,2014,110,Xe số,Cũ
402,42.5,Honda,Vario,2018,125,Tay ga,Cũ
403,15,Honda,Air Blade,2008,110,Tay ga,Cũ
404,6.6,Suzuki,Hayate,2014,125,Tay ga,Cũ
405,8.6,Piaggio,Zip,2012,100,Tay ga,Cũ
406,40.9,Suzuki,Satria,2019,120,Tay côn/Moto,Cũ
407,51.9,Honda,Vario,2017,150,Tay ga,Cũ
408,23.5,Honda,Lead,2013,110,Tay ga,Cũ
409,47,Honda,SH,2005,150,Tay ga,Cũ
410,29,Yamaha,Nvx,2017,125,Tay ga,Mới
411,59.5,Honda,Vario,2018,150,Tay ga,Cũ
412,8,Yamaha,Taurus,2009,110,Xe số,Cũ
413,5.3,Yamaha,Mio,2005,110,Tay ga,Cũ
414,33,Honda,Vision,2019,110,Tay ga,Mới
415,67.5,Piaggio,Sprint,2019,125,Tay ga,Cũ
416,103,Ngoại,SH ý,2007,150,Tay ga,Cũ
417,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
418,6,Yamaha,Taurus,2009,110,Xe số,Cũ
419,48.9,Suzuki,GZ,2013,150,Tay côn/Moto,Cũ
420,45,Honda,Vario,2019,125,Tay ga,Cũ
421,17,Honda,Dream,2015,110,Xe số,Cũ
422,7,SYM,Angela,2012,110,Xe số,Cũ
423,11.2,Honda,Wave,2013,110,Xe số,Cũ
424,18,Honda,Air Blade,2010,110,Tay ga,Cũ
425,44,Honda,Vario,2019,125,Tay ga,Cũ
426,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
427,4.2,Honda,Dream,2002,110,Xe số,Cũ
428,48.5,Honda,Lead,2019,110,Tay ga,Mới
429,279,Kawasaki,Z900,2018,900,Tay côn/Moto,Cũ
430,8,Honda,Wave,2008,110,Xe số,Cũ
431,11.8,Honda,Wave,2004,110,Xe số,Cũ
432,6,Honda,Wave,2010,100,Xe số,Cũ
433,6.55,Honda,Cub,1982,50,Xe số,Cũ
434,70,Honda,SH,2016,150,Tay ga,Cũ
435,19.5,Yamaha,Exciter,2014,125,Tay côn/Moto,Cũ
436,15,Honda,Vision,2013,110,Tay ga,Cũ
437,35.5,Yamaha,Exciter,2008,125,Tay côn/Moto,Cũ
438,10.8,Honda,Dream,1994,100,Xe số,Cũ
439,32.6,Piaggio,Vespa,2012,125,Tay ga,Mới
